[Script Info]
; Script generated by Aegisub 3.4.2
; http://www.aegisub.org/
ScriptType: v4.00+
PlayResX: 1440
PlayResY: 1080
WrapStyle: 2
YCbCr Matrix: TV.709

[Aegisub Project Garbage]
Audio File: [shincaps] Honzuki no Gekokujou ~Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen~ Ryoushu no Youjo - 08 (AT-X 1440x1080 MPEG2 AAC).ts
Video File: [shincaps] Honzuki no Gekokujou ~Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen~ Ryoushu no Youjo - 08 (AT-X 1440x1080 MPEG2 AAC).ts
Video AR Mode: 4
Video AR Value: 1.777778
Video Zoom Percent: 0.500000
Scroll Position: 72
Active Line: 2
Video Position: 1449

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,sans-serif,72,&H00FFFFFF,&H00FFFFFF,&H00000000,&H00000000,0,0,0,0,100,100,0,0,4,0,8,2,15,15,20,0

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:11:06.30,9:59:59.99,Default,,0,0,0,,冬の備えが➡
Dialogue: 0,0:11:08.80,9:59:59.99,Default,,0,0,0,,どれほど重要かは
Dialogue: 0,0:11:08.80,9:59:59.99,Default,,0,0,0,,よく知っている》
Dialogue: 0,0:11:11.47,9:59:59.99,Default,,0,0,0,,納税をしている多くの町民と
Dialogue: 0,0:11:11.47,9:59:59.99,Default,,0,0,0,,数人の子供｡
Dialogue: 0,0:11:15.64,9:59:59.99,Default,,0,0,0,,守られるべきは町民だ｡
Dialogue: 0,0:11:18.14,9:59:59.99,Default,,0,0,0,,つまり ハッセの人にとっては
Dialogue: 0,0:11:18.14,9:59:59.99,Default,,0,0,0,,わたくし達が悪なのですか｡
Dialogue: 0,0:11:22.82,9:59:59.99,Default,,0,0,0,,今の時点ではな｡
Dialogue: 0,0:11:24.82,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:甘かった…！
Dialogue: 0,0:11:26.82,9:59:59.99,Default,,0,0,0,,私は労働力を➡
Dialogue: 0,0:11:28.82,9:59:59.99,Default,,0,0,0,,あの子たちは 安定した生活を
Dialogue: 0,0:11:28.82,9:59:59.99,Default,,0,0,0,,手に入れられる｡
Dialogue: 0,0:11:32.16,0:11:36.56,Default,,0,0,0,,だから 小神殿は
Dialogue: 0,0:11:32.16,0:11:36.56,Default,,0,0,0,,都合がよかった｡ でも…》
Dialogue: 0,0:11:38.43,9:59:59.99,Default,,0,0,0,,《都合よく 事が動くなどと
Dialogue: 0,0:11:38.43,9:59:59.99,Default,,0,0,0,,考えるなって➡
Dialogue: 0,0:11:41.27,9:59:59.99,Default,,0,0,0,,こういう事だったんだ…》
Dialogue: 0,0:11:43.27,9:59:59.99,Default,,0,0,0,,領地の事業として
Dialogue: 0,0:11:43.27,9:59:59.99,Default,,0,0,0,,許可が出た事なので➡
Dialogue: 0,0:11:46.61,9:59:59.99,Default,,0,0,0,,それが ハッセの人たちにとって
Dialogue: 0,0:11:46.61,9:59:59.99,Default,,0,0,0,,困ることになるなんて➡
Dialogue: 0,0:11:49.94,9:59:59.99,Default,,0,0,0,,思いもしませんでした…｡
Dialogue: 0,0:11:52.78,9:59:59.99,Default,,0,0,0,,領主の許可が出たのは➡
Dialogue: 0,0:11:55.45,9:59:59.99,Default,,0,0,0,,彼らからも税金が取れると
Dialogue: 0,0:11:55.45,9:59:59.99,Default,,0,0,0,,判断されたからだ｡
Dialogue: 0,0:11:59.12,9:59:59.99,Default,,0,0,0,,慈悲だけではない｡
Dialogue: 0,0:12:02.62,9:59:59.99,Default,,0,0,0,,今の君は
Dialogue: 0,0:12:02.62,9:59:59.99,Default,,0,0,0,,領民の税金で生きている｡
Dialogue: 0,0:12:05.96,9:59:59.99,Default,,0,0,0,,子供と納税者｡
Dialogue: 0,0:12:07.96,9:59:59.99,Default,,0,0,0,,どちらを
Dialogue: 0,0:12:07.96,9:59:59.99,Default,,0,0,0,,大事にしなければならないか➡
Dialogue: 0,0:12:10.63,9:59:59.99,Default,,0,0,0,,わからないか？
Dialogue: 0,0:12:13.30,9:59:59.99,Default,,0,0,0,,わかり… ました｡
Dialogue: 0,0:12:15.97,9:59:59.99,Default,,0,0,0,,町長へ 子供達の分の
Dialogue: 0,0:12:15.97,9:59:59.99,Default,,0,0,0,,補償を手配します｡
Dialogue: 0,0:12:19.31,9:59:59.99,Default,,0,0,0,,それで この件は解決ですよね｡
Dialogue: 0,0:12:22.14,9:59:59.99,Default,,0,0,0,,何を言っている？ あの者は
Dialogue: 0,0:12:22.14,9:59:59.99,Default,,0,0,0,,貴族である私に逆らった｡
Dialogue: 0,0:12:26.98,9:59:59.99,Default,,0,0,0,,処分は当然だ｡
Dialogue: 0,0:12:29.65,9:59:59.99,Default,,0,0,0,,な… 元々は わたくしが…｡
Dialogue: 0,0:12:31.98,9:59:59.99,Default,,0,0,0,,悪事に対する認識が
Dialogue: 0,0:12:31.98,9:59:59.99,Default,,0,0,0,,ここまで違うとは思わなかった｡
Dialogue: 0,0:12:37.09,9:59:59.99,Default,,0,0,0,,ちょうど良い｡
Dialogue: 0,0:12:39.09,9:59:59.99,Default,,0,0,0,,あの小物は
Dialogue: 0,0:12:39.09,9:59:59.99,Default,,0,0,0,,君の良い教材となるだろう｡
Dialogue: 0,0:12:41.76,9:59:59.99,Default,,0,0,0,,町長に対する
Dialogue: 0,0:12:41.76,9:59:59.99,Default,,0,0,0,,反対派を作り 育て➡
Dialogue: 0,0:12:45.10,9:59:59.99,Default,,0,0,0,,町長を孤立させなさい｡
Dialogue: 0,0:12:47.10,9:59:59.99,Default,,0,0,0,,はい？
Dialogue: 0,0:12:49.10,9:59:59.99,Default,,0,0,0,,町長を取り除いても
Dialogue: 0,0:12:49.10,9:59:59.99,Default,,0,0,0,,ハッセの町が順調に動くような➡
Dialogue: 0,0:12:53.11,9:59:59.99,Default,,0,0,0,,後釜を作っておけと
Dialogue: 0,0:12:53.11,9:59:59.99,Default,,0,0,0,,言っているのだ｡
Dialogue: 0,0:12:56.11,9:59:59.99,Default,,0,0,0,,こちらに賛同する
Dialogue: 0,0:12:56.11,9:59:59.99,Default,,0,0,0,,従順な駒を育ててから➡
Dialogue: 0,0:13:00.28,9:59:59.99,Default,,0,0,0,,町長を排除すれば
Dialogue: 0,0:13:00.28,9:59:59.99,Default,,0,0,0,,全ては丸く収まる｡
Dialogue: 0,0:13:03.78,9:59:59.99,Default,,0,0,0,,やってみなさい｡
Dialogue: 0,0:13:06.12,9:59:59.99,Default,,0,0,0,,わたくしに人を陥れろと？
Dialogue: 0,0:13:10.12,9:59:59.99,Default,,0,0,0,,言ったであろう？
Dialogue: 0,0:13:12.12,9:59:59.99,Default,,0,0,0,,自らに都合よく
Dialogue: 0,0:13:12.12,9:59:59.99,Default,,0,0,0,,動かすしかないと｡
Dialogue: 0,0:13:15.13,0:13:20.53,Default,,0,0,0,,《それは
Dialogue: 0,0:13:15.13,0:13:20.53,Default,,0,0,0,,悪いことだと教えられて育った》
Dialogue: 0,0:13:22.47,9:59:59.99,Default,,0,0,0,,《イヤだ… 怖い｡
Dialogue: 0,0:13:24.64,9:59:59.99,Default,,0,0,0,,そんな事したくない》
Dialogue: 0,0:13:26.97,9:59:59.99,Default,,0,0,0,,(フェルディナンド)しっかりしなさい｡
Dialogue: 0,0:13:28.97,9:59:59.99,Default,,0,0,0,,君が動かねば
Dialogue: 0,0:13:28.97,9:59:59.99,Default,,0,0,0,,子供達は森に出られない｡
Dialogue: 0,0:13:32.58,9:59:59.99,Default,,0,0,0,,工房の仕事も止まる｡
Dialogue: 0,0:13:34.75,9:59:59.99,Default,,0,0,0,,そのくせ 神の恵みだけは
Dialogue: 0,0:13:34.75,9:59:59.99,Default,,0,0,0,,一人前に食べる邪魔者になる｡
Dialogue: 0,0:13:39.42,9:59:59.99,Default,,0,0,0,,勝手に さらってきて閉じ込めて➡
Dialogue: 0,0:13:41.92,9:59:59.99,Default,,0,0,0,,邪魔者として疎まれるような
Dialogue: 0,0:13:41.92,9:59:59.99,Default,,0,0,0,,環境に 彼らを置くのは➡
Dialogue: 0,0:13:45.59,9:59:59.99,Default,,0,0,0,,君の本意ではないだろう？
Dialogue: 0,0:13:49.09,9:59:59.99,Default,,0,0,0,,でも… でも…｡
Dialogue: 0,0:13:52.93,0:13:57.53,Default,,0,0,0,,他人を陥れる方法なんて…
Dialogue: 0,0:13:52.93,0:13:57.53,Default,,0,0,0,,存じません｡
Dialogue: 0,0:14:03.78,9:59:59.99,Default,,0,0,0,,初めてだからな｡
Dialogue: 0,0:14:05.78,0:14:08.48,Default,,0,0,0,,やり方は教えよう｡
Dialogue: 0,0:14:23.46,9:59:59.99,Default,,0,0,0,,｟フェルディナンド:やってみなさい｡
Dialogue: 0,0:14:26.47,0:14:29.07,Default,,0,0,0,,やり方は教えよう｠
Dialogue: 0,0:14:34.07,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:冬の衣装の採寸のため➡
Dialogue: 0,0:14:36.41,0:14:39.41,Default,,0,0,0,,私は一旦 城に戻ることになった》
Dialogue: 0,0:14:42.41,9:59:59.99,Default,,0,0,0,,どうした？
Dialogue: 0,0:14:42.41,9:59:59.99,Default,,0,0,0,,顔色がよくないぞ？
Dialogue: 0,0:14:45.58,9:59:59.99,Default,,0,0,0,,ハッセの課題の事を考えていたら
Dialogue: 0,0:14:45.58,9:59:59.99,Default,,0,0,0,,眠れなかったのです｡
Dialogue: 0,0:14:49.92,0:14:52.42,Default,,0,0,0,,あの程度でか？
Dialogue: 0,0:14:58.43,0:15:01.43,Default,,0,0,0,,弱すぎるな 君は｡
Dialogue: 0,0:15:05.77,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:神官長には
Dialogue: 0,0:15:05.77,9:59:59.99,Default,,0,0,0,,あの程度でも➡
Dialogue: 0,0:15:08.44,9:59:59.99,Default,,0,0,0,,わたしには 難題すぎる…》
Dialogue: 0,0:15:11.28,9:59:59.99,Default,,0,0,0,,(リヒャルダ)姫様 顔色が優れませんが
Dialogue: 0,0:15:11.28,9:59:59.99,Default,,0,0,0,,大丈夫ですか？
Dialogue: 0,0:15:16.12,0:15:18.82,Default,,0,0,0,,ええ… 大丈夫です｡
Dialogue: 0,0:15:31.63,0:15:33.83,Default,,0,0,0,,ヴィルフリｰト兄様！
Dialogue: 0,0:15:35.73,9:59:59.99,Default,,0,0,0,,(ヴィルフリｰト)ロｰゼマイン 帰っていたのか｡
Dialogue: 0,0:15:38.40,9:59:59.99,Default,,0,0,0,,坊ちゃま
Dialogue: 0,0:15:38.40,9:59:59.99,Default,,0,0,0,,側仕えは どうされました？
Dialogue: 0,0:15:41.74,9:59:59.99,Default,,0,0,0,,あ… あ〜 その…｡
Dialogue: 0,0:15:45.41,9:59:59.99,Default,,0,0,0,,そ それより お前たちこそ
Dialogue: 0,0:15:45.41,9:59:59.99,Default,,0,0,0,,どこへ行く気だ？
Dialogue: 0,0:15:48.58,0:15:51.08,Default,,0,0,0,,また父上の所か？
Dialogue: 0,0:15:48.58,0:15:51.08,Default,,0,0,0,,え…｡
Dialogue: 0,0:15:53.09,9:59:59.99,Default,,0,0,0,,やはり そうか…｡
Dialogue: 0,0:15:56.26,9:59:59.99,Default,,0,0,0,,なんで ロｰゼマインばかり
Dialogue: 0,0:15:56.26,9:59:59.99,Default,,0,0,0,,父上と会えるのだ｡
Dialogue: 0,0:15:58.92,9:59:59.99,Default,,0,0,0,,ずるいぞ！
Dialogue: 0,0:16:01.43,9:59:59.99,Default,,0,0,0,,(ランプレヒト)おやめください
Dialogue: 0,0:16:01.43,9:59:59.99,Default,,0,0,0,,ヴィルフリｰト様！
Dialogue: 0,0:16:04.93,9:59:59.99,Default,,0,0,0,,お前なんか嫌いだ！ バカ！
Dialogue: 0,0:16:08.27,9:59:59.99,Default,,0,0,0,,バカは ヴィルフリｰト兄様の方です！
Dialogue: 0,0:16:10.94,9:59:59.99,Default,,0,0,0,,勉強から逃げて
Dialogue: 0,0:16:10.94,9:59:59.99,Default,,0,0,0,,周りに迷惑ばかりかけて…｡
Dialogue: 0,0:16:15.61,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:私だって逃げたい｡
Dialogue: 0,0:16:18.11,0:16:20.11,Default,,0,0,0,,でも 逃げたら…》
Dialogue: 0,0:16:22.11,9:59:59.99,Default,,0,0,0,,ヴィルフリｰト兄様が
Dialogue: 0,0:16:22.11,9:59:59.99,Default,,0,0,0,,しっかりしてくれれば➡
Dialogue: 0,0:16:24.95,9:59:59.99,Default,,0,0,0,,フェルディナンド様に 無茶な課題を
Dialogue: 0,0:16:24.95,9:59:59.99,Default,,0,0,0,,出されなかったのですよ｡
Dialogue: 0,0:16:28.62,0:16:32.12,Default,,0,0,0,,な… 生意気だぞ ロｰゼマイン！
Dialogue: 0,0:16:39.73,9:59:59.99,Default,,0,0,0,,(ダｰムエル)抑えて下さい ロｰゼマイン様！
Dialogue: 0,0:16:43.57,0:16:45.57,Default,,0,0,0,,あ…｡
Dialogue: 0,0:16:47.91,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:それから
Dialogue: 0,0:16:47.91,9:59:59.99,Default,,0,0,0,,イタリアンレストランが開店するので➡
Dialogue: 0,0:16:51.41,9:59:59.99,Default,,0,0,0,,料理人の フｰゴを返して欲しいと➡
Dialogue: 0,0:16:53.75,0:16:56.55,Default,,0,0,0,,養父様に直談判した》
Dialogue: 0,0:16:58.92,0:17:01.42,Default,,0,0,0,,《その数日後…》
Dialogue: 0,0:17:06.93,0:17:10.43,Default,,0,0,0,,皆 怖かったでしょう？
Dialogue: 0,0:17:06.93,0:17:10.43,Default,,0,0,0,,大丈夫でしたか？
Dialogue: 0,0:17:12.43,9:59:59.99,Default,,0,0,0,,(ノｰラ)はな…｡
Dialogue: 0,0:17:12.43,9:59:59.99,Default,,0,0,0,,お話ししても いいですか？
Dialogue: 0,0:17:16.27,9:59:59.99,Default,,0,0,0,,《言葉遣いがよくなってる｡
Dialogue: 0,0:17:18.77,9:59:59.99,Default,,0,0,0,,それに 顔色も…》
Dialogue: 0,0:17:20.94,9:59:59.99,Default,,0,0,0,,あの人たち 何も出来なかったの｡
Dialogue: 0,0:17:23.61,9:59:59.99,Default,,0,0,0,,びっくりしたけど
Dialogue: 0,0:17:23.61,9:59:59.99,Default,,0,0,0,,すごく安心したわ｡
Dialogue: 0,0:17:27.45,9:59:59.99,Default,,0,0,0,,(トｰル)オレも！
Dialogue: 0,0:17:27.45,9:59:59.99,Default,,0,0,0,,姉ちゃんが絶対に➡
Dialogue: 0,0:17:30.28,9:59:59.99,Default,,0,0,0,,連れて行かれないんだって
Dialogue: 0,0:17:30.28,9:59:59.99,Default,,0,0,0,,わかって 嬉しかった｡
Dialogue: 0,0:17:33.72,9:59:59.99,Default,,0,0,0,,ご飯も いつも食べられるし…｡
Dialogue: 0,0:17:36.39,9:59:59.99,Default,,0,0,0,,全部 お前が考えたことだって
Dialogue: 0,0:17:36.39,9:59:59.99,Default,,0,0,0,,皆に聞いた｡
Dialogue: 0,0:17:39.73,0:17:42.53,Default,,0,0,0,,俺より 小さいのに
Dialogue: 0,0:17:39.73,0:17:42.53,Default,,0,0,0,,すげえんだな！
Dialogue: 0,0:17:44.56,9:59:59.99,Default,,0,0,0,,(マルテ)ここに来られて よかった｡
Dialogue: 0,0:17:46.73,9:59:59.99,Default,,0,0,0,,(リック)マルテが また笑えるように
Dialogue: 0,0:17:46.73,9:59:59.99,Default,,0,0,0,,なっただけで 俺は嬉しい｡
Dialogue: 0,0:17:50.24,0:17:52.74,Default,,0,0,0,,ありがとう ロｰゼマイン様｡
Dialogue: 0,0:17:54.74,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:やり方は
Dialogue: 0,0:17:54.74,9:59:59.99,Default,,0,0,0,,間違っていたけど➡
Dialogue: 0,0:17:57.24,0:18:00.74,Default,,0,0,0,,ノｰラたちを引き取ったことは
Dialogue: 0,0:17:57.24,0:18:00.74,Default,,0,0,0,,間違いないはずだ…》
Dialogue: 0,0:18:02.75,9:59:59.99,Default,,0,0,0,,《この子たちと
Dialogue: 0,0:18:02.75,9:59:59.99,Default,,0,0,0,,ハッセの町にとって➡
Dialogue: 0,0:18:05.42,9:59:59.99,Default,,0,0,0,,いい結果になる方法を探したい｡
Dialogue: 0,0:18:08.59,0:18:12.49,Default,,0,0,0,,でも どうすればいいんだろう…》
Dialogue: 0,0:18:14.76,9:59:59.99,Default,,0,0,0,,(ルッツ)何があった？
Dialogue: 0,0:18:14.76,9:59:59.99,Default,,0,0,0,,ひどい顔してるぞ｡
Dialogue: 0,0:18:18.26,9:59:59.99,Default,,0,0,0,,ルッツ… 神官長の課題が…｡
Dialogue: 0,0:18:22.94,0:18:24.94,Default,,0,0,0,,うう…｡
Dialogue: 0,0:18:29.44,9:59:59.99,Default,,0,0,0,,ずいぶん甘い対応だな｡
Dialogue: 0,0:18:31.78,9:59:59.99,Default,,0,0,0,,甘い!? どこがですか？
Dialogue: 0,0:18:34.05,9:59:59.99,Default,,0,0,0,,私は もう何日も眠れなくて…｡
Dialogue: 0,0:18:36.38,9:59:59.99,Default,,0,0,0,,お前のことじゃない｡
Dialogue: 0,0:18:36.38,9:59:59.99,Default,,0,0,0,,ハッセに対してだ｡
Dialogue: 0,0:18:39.38,9:59:59.99,Default,,0,0,0,,小神殿を攻撃した時点で➡
Dialogue: 0,0:18:42.05,9:59:59.99,Default,,0,0,0,,ハッセの住人全員が 焼き払われても
Dialogue: 0,0:18:42.05,9:59:59.99,Default,,0,0,0,,おかしくないだろう？
Dialogue: 0,0:18:46.23,9:59:59.99,Default,,0,0,0,,住人全員が焼き払われる…？
Dialogue: 0,0:18:50.23,9:59:59.99,Default,,0,0,0,,(ベンノ)小神殿は 領主が
Dialogue: 0,0:18:50.23,9:59:59.99,Default,,0,0,0,,養女の要請で創った白の建物だ｡
Dialogue: 0,0:18:54.90,9:59:59.99,Default,,0,0,0,,そこに攻撃をかけるのは➡
Dialogue: 0,0:18:57.24,9:59:59.99,Default,,0,0,0,,領主一族に
Dialogue: 0,0:18:57.24,9:59:59.99,Default,,0,0,0,,攻撃をするのに等しい｡
Dialogue: 0,0:19:00.57,9:59:59.99,Default,,0,0,0,,ええ!? そうなんですか？
Dialogue: 0,0:19:02.74,9:59:59.99,Default,,0,0,0,,まさか 気付いてなかったのか？
Dialogue: 0,0:19:06.08,9:59:59.99,Default,,0,0,0,,はい｡
Dialogue: 0,0:19:08.08,9:59:59.99,Default,,0,0,0,,攻撃をしたものが
Dialogue: 0,0:19:08.08,9:59:59.99,Default,,0,0,0,,どのように扱われるか…｡
Dialogue: 0,0:19:11.75,0:19:14.05,Default,,0,0,0,,心当たりがあるだろう｡
Dialogue: 0,0:19:16.09,9:59:59.99,Default,,0,0,0,,《ロｰゼマイン:領主の養女である
Dialogue: 0,0:19:16.09,9:59:59.99,Default,,0,0,0,,私を攻撃したことで➡
Dialogue: 0,0:19:19.26,9:59:59.99,Default,,0,0,0,,ビンデバルト伯爵は投獄された｡
Dialogue: 0,0:19:22.09,9:59:59.99,Default,,0,0,0,,貴族が処罰されて 平民が
Dialogue: 0,0:19:22.09,9:59:59.99,Default,,0,0,0,,その対象にならないはずがない》
Dialogue: 0,0:19:27.77,9:59:59.99,Default,,0,0,0,,では…
Dialogue: 0,0:19:27.77,9:59:59.99,Default,,0,0,0,,私の課題がなかったら ハッセは…｡
Dialogue: 0,0:19:32.27,9:59:59.99,Default,,0,0,0,,とっくに町ごと消されてる｡
Dialogue: 0,0:19:35.21,9:59:59.99,Default,,0,0,0,,襲撃の件が 公になった時点で
Dialogue: 0,0:19:35.21,9:59:59.99,Default,,0,0,0,,ハッセは終わりだ｡
Dialogue: 0,0:19:40.38,9:59:59.99,Default,,0,0,0,,反対派を作って煽るくらい
Dialogue: 0,0:19:40.38,9:59:59.99,Default,,0,0,0,,商人だってやっている｡
Dialogue: 0,0:19:44.72,9:59:59.99,Default,,0,0,0,,領主の娘なら
Dialogue: 0,0:19:44.72,9:59:59.99,Default,,0,0,0,,いずれ 学ばねばならないことだ｡
Dialogue: 0,0:19:48.72,0:19:53.02,Default,,0,0,0,,神官長の言う通り
Dialogue: 0,0:19:48.72,0:19:53.02,Default,,0,0,0,,良い教材だと思うぞ｡
Dialogue: 0,0:19:56.73,0:20:02.03,Default,,0,0,0,,でも 人を陥れるようなこと
Dialogue: 0,0:19:56.73,0:20:02.03,Default,,0,0,0,,やりたくないんです｡
Dialogue: 0,0:20:04.90,9:59:59.99,Default,,0,0,0,,だったら
Dialogue: 0,0:20:04.90,9:59:59.99,Default,,0,0,0,,考え方を変えればいいじゃん｡
Dialogue: 0,0:20:07.24,9:59:59.99,Default,,0,0,0,,え…？
Dialogue: 0,0:20:09.24,9:59:59.99,Default,,0,0,0,,町長を陥れるんじゃなくて➡
Dialogue: 0,0:20:11.24,9:59:59.99,Default,,0,0,0,,町長の罪で巻き込まれる
Dialogue: 0,0:20:11.24,9:59:59.99,Default,,0,0,0,,ハッセの町の人たちを➡
Dialogue: 0,0:20:14.25,9:59:59.99,Default,,0,0,0,,救うって考えたら どうだ？
Dialogue: 0,0:20:16.42,9:59:59.99,Default,,0,0,0,,町の人たちを… 救う…｡
Dialogue: 0,0:20:19.42,9:59:59.99,Default,,0,0,0,,ああ 救うんだ！
Dialogue: 0,0:20:21.42,9:59:59.99,Default,,0,0,0,,エｰレンフェストの神殿長は➡
Dialogue: 0,0:20:23.42,0:20:26.72,Default,,0,0,0,,本物の祝福が使える
Dialogue: 0,0:20:23.42,0:20:26.72,Default,,0,0,0,,聖女なんだからさ！
Dialogue: 0,0:20:28.93,0:20:32.43,Default,,0,0,0,,それなら出来るかも…｡
Dialogue: 0,0:20:38.27,9:59:59.99,Default,,0,0,0,,ずいぶんと 顔色が
Dialogue: 0,0:20:38.27,9:59:59.99,Default,,0,0,0,,良くなったではないか｡
Dialogue: 0,0:20:40.94,9:59:59.99,Default,,0,0,0,,ルッツ達に相談できたので｡
Dialogue: 0,0:20:43.78,9:59:59.99,Default,,0,0,0,,それで ハッセの課題はどうなった？
Dialogue: 0,0:20:47.11,9:59:59.99,Default,,0,0,0,,はい｡ 噂を流します｡
Dialogue: 0,0:20:50.45,0:20:52.95,Default,,0,0,0,,ふむ… どんな噂だ？
Dialogue: 0,0:20:54.95,9:59:59.99,Default,,0,0,0,,｟ベンノ:ハッセの小神殿が襲撃され
Dialogue: 0,0:20:54.95,9:59:59.99,Default,,0,0,0,,町全体が危険に晒されている｡
Dialogue: 0,0:21:00.13,9:59:59.99,Default,,0,0,0,,襲撃したのは
Dialogue: 0,0:21:00.13,9:59:59.99,Default,,0,0,0,,町長の身内なのに➡
Dialogue: 0,0:21:02.79,9:59:59.99,Default,,0,0,0,,関係ない町民が
Dialogue: 0,0:21:02.79,9:59:59.99,Default,,0,0,0,,巻き添えになるかもしれないと➡
Dialogue: 0,0:21:05.80,9:59:59.99,Default,,0,0,0,,慈悲深い神殿長が
Dialogue: 0,0:21:05.80,9:59:59.99,Default,,0,0,0,,憂いている… とな｡
Dialogue: 0,0:21:10.14,9:59:59.99,Default,,0,0,0,,(マルク)併せて
Dialogue: 0,0:21:10.14,9:59:59.99,Default,,0,0,0,,このような噂も流します｡
Dialogue: 0,0:21:13.14,9:59:59.99,Default,,0,0,0,,誰が責任を
Dialogue: 0,0:21:13.14,9:59:59.99,Default,,0,0,0,,取ることになるのでしょう｡
Dialogue: 0,0:21:15.81,9:59:59.99,Default,,0,0,0,,巻き込まれたくなければ
Dialogue: 0,0:21:15.81,9:59:59.99,Default,,0,0,0,,ハッセには関わらない方がいい と｡
Dialogue: 0,0:21:20.31,9:59:59.99,Default,,0,0,0,,(マルク)不安感と貴族への恐怖心は➡
Dialogue: 0,0:21:22.98,9:59:59.99,Default,,0,0,0,,やがて 町長一派への反感となり➡
Dialogue: 0,0:21:25.48,0:21:28.58,Default,,0,0,0,,町長を孤立させる事ができます｡
Dialogue: 0,0:21:31.49,9:59:59.99,Default,,0,0,0,,《マルクさんが 神官長と➡
Dialogue: 0,0:21:33.43,9:59:59.99,Default,,0,0,0,,同類だったのは
Dialogue: 0,0:21:33.43,9:59:59.99,Default,,0,0,0,,ちょっと驚いたけど…》
Dialogue: 0,0:21:36.93,0:21:41.23,Default,,0,0,0,,商人同士の噂が回る速さって
Dialogue: 0,0:21:36.93,0:21:41.23,Default,,0,0,0,,凄いんだぜ｡
Dialogue: 0,0:21:43.44,9:59:59.99,Default,,0,0,0,,《こうなったら やるしかない》
Dialogue: 0,0:21:45.77,9:59:59.99,Default,,0,0,0,,ただ 噂を流すとなると➡
Dialogue: 0,0:21:48.11,0:21:52.61,Default,,0,0,0,,ハッセの事件が 公になるが…｠
Dialogue: 0,0:21:55.45,9:59:59.99,Default,,0,0,0,,下町との繋がりが深い
Dialogue: 0,0:21:55.45,9:59:59.99,Default,,0,0,0,,君ならではの計画だな｡
Dialogue: 0,0:22:00.29,9:59:59.99,Default,,0,0,0,,おもしろい｡
Dialogue: 0,0:22:00.29,9:59:59.99,Default,,0,0,0,,そのまま やってみなさい｡
Dialogue: 0,0:22:03.29,9:59:59.99,Default,,0,0,0,,はいっ！
Dialogue: 0,0:22:05.29,9:59:59.99,Default,,0,0,0,,それにしても➡
Dialogue: 0,0:22:07.29,9:59:59.99,Default,,0,0,0,,まさか 小神殿襲撃の意味に
Dialogue: 0,0:22:07.29,9:59:59.99,Default,,0,0,0,,気付いていなかったとは…｡
Dialogue: 0,0:22:10.46,9:59:59.99,Default,,0,0,0,,うっ｡
Dialogue: 0,0:22:12.46,9:59:59.99,Default,,0,0,0,,《そこは
Dialogue: 0,0:22:12.46,9:59:59.99,Default,,0,0,0,,見逃してくれないんだ…》
Dialogue: 0,0:22:16.47,0:22:18.47,Default,,0,0,0,,は… はは…｡
Dialogue: 0,0:23:56.44,9:59:59.99,Default,,0,0,0,,なぜ 君は 小神殿襲撃の意味が
Dialogue: 0,0:23:56.44,9:59:59.99,Default,,0,0,0,,わかっていなかったのだ？
Dialogue: 0,0:23:59.77,9:59:59.99,Default,,0,0,0,,常識が違うからです｡
Dialogue: 0,0:24:01.94,9:59:59.99,Default,,0,0,0,,わたくしの記憶を覗いた事がある
Dialogue: 0,0:24:01.94,9:59:59.99,Default,,0,0,0,,神官長なら➡
Dialogue: 0,0:24:04.94,9:59:59.99,Default,,0,0,0,,わかりますよね？
Dialogue: 0,0:24:07.78,9:59:59.99,Default,,0,0,0,,随分と 良い暮らしを
Dialogue: 0,0:24:07.78,9:59:59.99,Default,,0,0,0,,していたように思うが…｡
Dialogue: 0,0:24:11.28,9:59:59.99,Default,,0,0,0,,君は 上級貴族の娘では
Dialogue: 0,0:24:11.28,9:59:59.99,Default,,0,0,0,,なかったのか？
Dialogue: 0,0:24:14.79,9:59:59.99,Default,,0,0,0,,あの世界に貴族はいません｡
Dialogue: 0,0:24:16.79,9:59:59.99,Default,,0,0,0,,身分制度自体なかったので｡
Dialogue: 0,0:24:21.13,9:59:59.99,Default,,0,0,0,,根本から君の教育を
Dialogue: 0,0:24:21.13,9:59:59.99,Default,,0,0,0,,見直した方がよさそうだな｡
Dialogue: 0,0:24:24.46,0:24:26.46,Default,,0,0,0,,ひえ〜!!
Dialogue: 0,0:30:34.43,9:59:59.99,Default,,0,0,0,,すずめ
Dialogue: 0,0:30:34.43,9:59:59.99,Default,,0,0,0,,(雀のさえずり)
